data,link
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ftricky-american-english-pronunciation%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ftricky-american-english-pronunciation%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fwriting-english-university%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fwriting-english-university%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Flearn-korean%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Flearn-korean%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Flearn-chinese%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Flearn-chinese%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ftricky-american-english-pronunciation%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ftricky-american-english-pronunciation%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fwriting-english-university%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fwriting-english-university%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintroduction-to-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintroduction-to-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdatasciencemathskills%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdatasciencemathskills%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsingle-variable-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsingle-variable-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdifferentiation-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdifferentiation-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintegration-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintegration-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintroduction-to-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintroduction-to-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdatasciencemathskills%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdatasciencemathskills%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsingle-variable-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsingle-variable-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdifferentiation-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdifferentiation-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintegration-calculus%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintegration-calculus%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindfulness%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindfulness%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Funderstanding-arguments%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Funderstanding-arguments%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhuman-needs%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhuman-needs%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindshift%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindshift%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhealing-with-the-arts%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhealing-with-the-arts%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fpersonal-branding%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fpersonal-branding%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-problem-solving%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-problem-solving%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Femerging-technologies-lifelong-learning%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Femerging-technologies-lifelong-learning%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-thinking-techniques-and-tools-for-success%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-thinking-techniques-and-tools-for-success%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fget-active%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fget-active%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhow-to-write-a-resume%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhow-to-write-a-resume%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcareer-advancement%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcareer-advancement%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fconverting-challenges-into-opportunities%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fconverting-challenges-into-opportunities%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fskills-management%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fskills-management%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fstudy-in-usa%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fstudy-in-usa%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fapplying-to-college%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fapplying-to-college%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindfulness%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindfulness%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Funderstanding-arguments%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Funderstanding-arguments%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhuman-needs%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhuman-needs%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindshift%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmindshift%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhealing-with-the-arts%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhealing-with-the-arts%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fpersonal-branding%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fpersonal-branding%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-problem-solving%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-problem-solving%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Femerging-technologies-lifelong-learning%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Femerging-technologies-lifelong-learning%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-thinking-techniques-and-tools-for-success%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcreative-thinking-techniques-and-tools-for-success%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fget-active%3Fedocomorp%3Dwellness-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fget-active%3Fedocomorp%3Dwellness-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhow-to-write-a-resume%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fhow-to-write-a-resume%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcareer-advancement%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcareer-advancement%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fconverting-challenges-into-opportunities%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fconverting-challenges-into-opportunities%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fskills-management%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fskills-management%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fstudy-in-usa%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fstudy-in-usa%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fapplying-to-college%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fapplying-to-college%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffe-exam%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffe-exam%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsustainability%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsustainability%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fastro%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fastro%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-chemistry%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-chemistry%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmountains-101%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmountains-101%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fbasic-chemistry%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fbasic-chemistry%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmechanics-1%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmechanics-1%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsolar-system%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsolar-system%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fchemistry-1%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fchemistry-1%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomparch%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomparch%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffe-exam%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffe-exam%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsustainability%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsustainability%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fastro%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fastro%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-chemistry%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-chemistry%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmountains-101%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmountains-101%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fbasic-chemistry%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fbasic-chemistry%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmechanics-1%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmechanics-1%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsolar-system%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsolar-system%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fchemistry-1%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fchemistry-1%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomparch%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomparch%3Fedocomorp%3Dfree-courses-high-school
